"","strain","accession","date","year","country","state","CO","division","zone","trap","lineage","sublineage","host"
"1634","MH170271/2008/USA/GA/Dekalb/WN02/unknown/Mosquito-Culex","MH170271",2008-08-01,2008,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Mosquito-Culex"
"1635","MH170272/2007/USA/GA/Chatham/SW03/unknown/Mosquito-Culex","MH170272",2007-08-01,2007,"USA","GA","Not CO","GA","GA","GA","SW03","unknown","Mosquito-Culex"
"1636","MH170273/2001/USA/GA/Lowndes/NY99/unknown/Bird-crow","MH170273",2001-08-01,2001,"USA","GA","Not CO","GA","GA","GA","NY99","unknown","Bird-crow"
"1637","MH170274/2002/USA/GA/Fulton/WN02/unknown/Bird-other","MH170274",2002-08-01,2002,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-other"
"1638","MH170275/2002/USA/GA/Dekalb/WN02/unknown/Bird-crow","MH170275",2002-08-01,2002,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Bird-crow"
"1639","MH170276/2001/USA/GA/Dekalb/NY99/unknown/Bird-crow","MH170276",2001-08-01,2001,"USA","GA","Not CO","GA","GA","GA","NY99","unknown","Bird-crow"
"1640","W001/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W001",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1641","W002/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W002",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1642","W003/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W003",2008-08-18,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1643","W004/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow","W004",2009-05-13,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1644","W005/2012/USA/CA/San_Diego/WN02/unknown/Bird-crow","W005",2012-10-29,2012,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1645","W006/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W006",2013-07-10,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1646","W007/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W007",2013-07-23,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1647","W008/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W008",2014-10-07,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1648","W009/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W009",2015-10-02,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1649","W010/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow","W010",2016-08-15,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1650","W011/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W011",2008-12-08,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1651","W012/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W012",2014-10-28,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1652","W013/2016/USA/CA/San_Diego/WN02/unknown/Bird-other","W013",2016-06-30,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1653","W014/2014/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W014",2014-10-31,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1654","W015/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W015",2015-08-21,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1655","W016/2016/USA/CA/San_Diego/SW03/unknown/mosquito","W016",2016-05-16,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","mosquito"
"1656","W017/2007/USA/CA/San_Diego/WN02/unknown/Bird-other","W017",2007-03-19,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1657","W018/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W018",2007-03-19,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1658","W019/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W019",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1659","W020/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow","W020",2007-10-02,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1660","W021/2007/USA/CA/San_Diego/WN02/unknown/Bird-other","W021",2007-10-25,2007,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1661","W022/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W022",2008-02-06,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1662","W025/2008/USA/CA/San_Diego/WN02/unknown/bird","W025",2008-04-16,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"1663","W026/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W026",2008-05-14,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1664","W027/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W027",2008-05-14,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1665","W028/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W028",2008-06-11,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1666","W029/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W029",2008-06-11,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1667","W030/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W030",2008-06-25,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1668","W031/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W031",2008-09-15,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1669","W032/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W032",2008-06-25,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1670","W033/2008/USA/CA/San_Diego/WN02/unknown/bird","W033",2008-08-07,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"1671","W034/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W034",2008-08-07,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1672","W035/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W035",2008-09-18,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1673","W036/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W036",2008-09-18,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1674","W037/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W037",2008-09-18,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1675","W038/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W038",2008-12-01,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1676","W039/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W039",2008-12-08,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1677","W040/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W040",2008-09-15,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1678","W041/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow","W041",2008-09-18,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1679","W042/2009/USA/CA/San_Diego/WN02/unknown/Bird-other","W042",2009-01-20,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1680","W043/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W043",2008-12-08,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1681","W044/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W044",2008-12-01,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1682","W045/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow","W045",2009-03-23,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1683","W046/2009/USA/CA/San_Diego/WN02/unknown/bird","W046",2009-04-08,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"1684","W047/2009/USA/CA/San_Diego/WN02/unknown/Bird-other","W047",2009-05-21,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1685","W048/2008/USA/CA/San_Diego/WN02/unknown/Bird-other","W048",2008-12-22,2008,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1686","W049/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow","W049",2009-06-18,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1687","W050/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow","W050",2009-09-15,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1688","W051/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow","W051",2009-09-30,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1689","W053/2009/USA/CA/San_Diego/SW03/unknown/Bird-other","W053",2009-12-09,2009,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1690","W055/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W055",2013-08-01,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1691","W057/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W057",2013-09-09,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1692","W058/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W058",2013-11-01,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1693","W059/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow","W059",2013-11-07,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1694","W060/2013/USA/CA/San_Diego/SW03/unknown/bird","W060",2013-11-07,2013,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","bird"
"1695","W061/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W061",2014-08-06,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1696","W062/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W062",2014-07-17,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1697","W064/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W064",2014-08-13,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1698","W065/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W065",2014-09-25,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1699","W066/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W066",2014-10-03,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1700","W067/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W067",2014-10-03,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1701","W068/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W068",2014-10-28,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1702","W069/2014/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W069",2014-11-07,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1703","W071/2014/USA/CA/San_Diego/WN02/unknown/Bird-other","W071",2014-11-10,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1704","W072/2014/USA/CA/San_Diego/WN02/unknown/Bird-crow","W072",2014-11-17,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1705","W073/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow","W073",2014-11-17,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1706","W074/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W074",2014-12-18,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1707","W075/2014/USA/CA/San_Diego/SW03/unknown/Bird-other","W075",2014-12-18,2014,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1708","W076/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W076",2015-04-16,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1709","W077/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W077",2015-05-13,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1710","W078/2015/USA/CA/San_Diego/SW03/unknown/mosquito","W078",2015-07-10,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","mosquito"
"1711","W079/2015/USA/CA/San_Diego/SW03/unknown/mosquito","W079",2015-07-10,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","mosquito"
"1712","W080/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W080",2015-07-10,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1713","W081/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W081",2015-07-28,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1714","W082/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W082",2015-08-14,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1715","W083/2015/USA/CA/San_Diego/WN02/unknown/bird","W083",2015-08-14,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"1716","W084/2015/USA/CA/San_Diego/SW03/unknown/bird","W084",2015-08-18,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","bird"
"1717","W085/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W085",2015-08-21,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1718","W086/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W086",2015-08-28,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1719","W087/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W087",2015-08-28,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1720","W088/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W088",2015-08-28,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1721","W089/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W089",2015-09-29,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1722","W090/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex","W090",2015-10-02,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Mosquito-Culex"
"1723","W092/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W092",2015-11-13,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1724","W093/2016/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W093",2016-08-11,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1725","W094/2016/USA/CA/San_Diego/WN02/unknown/mosquito","W094",2016-08-18,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","mosquito"
"1726","W095/2017/USA/CA/San_Diego/WN02/unknown/Bird-crow","W095",2017-10-05,2017,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1727","W096/2017/USA/CA/San_Diego/WN02/unknown/bird","W096",2017-10-16,2017,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"1728","W097/2017/USA/CA/San_Diego/WN02/unknown/Bird-crow","W097",2017-10-19,2017,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1729","W098/2017/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W098",2017-08-28,2017,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1730","W099/2017/USA/CA/San_Diego/WN02/unknown/mosquito","W099",2017-08-28,2017,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","mosquito"
"1731","W100/2017/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex","W100",2017-10-05,2017,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Mosquito-Culex"
"1732","W101/2015/USA/CA/San_Diego/SW03/unknown/bird","W101",2015-08-31,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","bird"
"1733","W102/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow","W102",2015-08-31,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1734","W103/2015/USA/CA/San_Diego/WN02/unknown/Bird-other","W103",2015-08-31,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-other"
"1735","W104/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W104",2015-10-02,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1736","W105/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow","W105",2015-10-02,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","Bird-crow"
"1737","W107/2015/USA/CA/San_Diego/SW03/unknown/Bird-other","W107",2015-11-10,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-other"
"1738","W108/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W108",2015-11-10,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1739","W109/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow","W109",2015-11-10,2015,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1740","W110/2016/USA/CA/San_Diego/WN02/unknown/bird","W110",2016-01-27,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","WN02","unknown","bird"
"1741","W111/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow","W111",2016-02-03,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1742","W112/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow","W112",2016-02-18,2016,"USA","CA","Not CO","CA/San_Diego","CA/San_Diego","CA/San_Diego","SW03","unknown","Bird-crow"
"1743","W113/2004/USA/CA/Losangeles/WN02/unknown/bird","W113",2004-05-25,2004,"USA","CA","Not CO","CA/Losangeles","CA/Losangeles","CA/Losangeles","WN02","unknown","bird"
"1744","W114/2004/USA/CA/San_Bernardino/WN02/unknown/Bird-crow","W114",2004-05-28,2004,"USA","CA","Not CO","CA/San_Bernardino","CA/San_Bernardino","CA/San_Bernardino","WN02","unknown","Bird-crow"
"1745","W115/2004/USA/CA/Los_Angeles/WN02/unknown/Bird-crow","W115",2004-07-09,2004,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Bird-crow"
"1746","W116/2004/USA/CA/Butte/WN02/unknown/Bird-other","W116",2004-07-23,2004,"USA","CA","Not CO","CA/Butte","CA/Butte","CA/Butte","WN02","unknown","Bird-other"
"1747","W117/2005/USA/CA/Tulare/SW03/unknown/bird","W117",2005-06-13,2005,"USA","CA","Not CO","CA/Tulare","CA/Tulare","CA/Tulare","SW03","unknown","bird"
"1748","W119/2005/USA/CA/Solano/SW03/unknown/bird","W119",2005-08-03,2005,"USA","CA","Not CO","CA/Solano","CA/Solano","CA/Solano","SW03","unknown","bird"
"1749","W120/2005/USA/CA/Stanislaus/WN02/unknown/Bird-other","W120",2005-08-04,2005,"USA","CA","Not CO","CA/Stanislaus","CA/Stanislaus","CA/Stanislaus","WN02","unknown","Bird-other"
"1750","W121/2006/USA/CA/Lassen/SW03/unknown/bird","W121",2006-08-08,2006,"USA","CA","Not CO","CA/Lassen","CA/Lassen","CA/Lassen","SW03","unknown","bird"
"1751","W122/2006/USA/CA/Butte/WN02/unknown/bird","W122",2006-08-14,2006,"USA","CA","Not CO","CA/Butte","CA/Butte","CA/Butte","WN02","unknown","bird"
"1752","W123/2006/USA/CA/Stanislaus/WN02/unknown/Bird-other","W123",2006-09-13,2006,"USA","CA","Not CO","CA/Stanislaus","CA/Stanislaus","CA/Stanislaus","WN02","unknown","Bird-other"
"1753","W124/2007/USA/CA/Butte/WN02/unknown/bird","W124",2007-06-21,2007,"USA","CA","Not CO","CA/Butte","CA/Butte","CA/Butte","WN02","unknown","bird"
"1754","W125/2007/USA/CA/Stanislaus/WN02/unknown/Bird-other","W125",2007-06-24,2007,"USA","CA","Not CO","CA/Stanislaus","CA/Stanislaus","CA/Stanislaus","WN02","unknown","Bird-other"
"1755","W126/2007/USA/CA/Fresno/WN02/unknown/Bird-other","W126",2007-06-24,2007,"USA","CA","Not CO","CA/Fresno","CA/Fresno","CA/Fresno","WN02","unknown","Bird-other"
"1756","W127/2008/USA/CA/San_Bernardino/WN02/unknown/Bird-other","W127",2008-08-11,2008,"USA","CA","Not CO","CA/San_Bernardino","CA/San_Bernardino","CA/San_Bernardino","WN02","unknown","Bird-other"
"1757","W128/2008/USA/CA/Calaveras/WN02/unknown/Bird-other","W128",2008-08-12,2008,"USA","CA","Not CO","CA/Calaveras","CA/Calaveras","CA/Calaveras","WN02","unknown","Bird-other"
"1758","W129/2008/USA/CA/Losangeles/WN02/unknown/bird","W129",2008-08-15,2008,"USA","CA","Not CO","CA/Losangeles","CA/Losangeles","CA/Losangeles","WN02","unknown","bird"
